year,ce_adoption_pct,ten_steps_pct,breach_nonadopter_pct
2018,0.4507625604452292,0.9445741787549942,0.047487088292146366
2019,0.5198155288461539,0.9582844230769231,0.06821723115788697
2020,0.5310549298820599,0.9648648985774203,0.14327507718303273
2021,0.31226101247174703,0.9237804258684637,0.11039237435685635
2022,0.2997484705121152,0.9400951467057536,0.11575883466473083
2023,0.22453038327395874,0.887050316305088,0.13552082619294653
2024,0.24590417762091754,0.9111008015796779,0.14582604575811725
2025,0.23437240341344479,0.8885002683083593,0.11526689064399122
